,DOI,Publisher,prefix,publisher_name
2203,10.1073/pnas.1323641111,National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences
2204,10.1093/ijlit/eaz010,Oxford University Press (OUP),10.1093,Oxford University Press (OUP)
2205,10.1111/chso.12171,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
2206,10.1057/9781137292537,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2207,10.1007/978-3-030-03602-7,Palgrave Macmillan Ltd.,10.1007,Springer Science and Business Media LLC
2208,10.1177/0017896919866227,SAGE Publications,10.1177,SAGE Publications
2209,10.1093/oxfordhb/9780190694395.013.36,Oxford University Press,10.1093,Oxford University Press (OUP)
2210,10.4324/9781315681191,Routledge,10.4324,Informa UK Limited
2211,10.1007/978-3-030-04321-6,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2212,10.1177/0907568218777305,Sage Publications Ltd.,10.1177,SAGE Publications
2213,10.1002/9781118963418.childpsy312,Wiley,10.1002,Wiley
2214,10.1057/978-1-137-58588-2,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
2215,10.3389/feduc.2016.00002,Frontiers,10.3389,Frontiers Media SA
2216,10.5040/9781849468541.ch-011,Bloomsbury Publishing,10.5040,Bloomsbury Academic
2217,10.1177/2043610616676029,Sage,10.1177,SAGE Publications
2218,10.1007/978-3-319-72673-1_3,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2219,10.4324/9781315680941,Routledge,10.4324,Informa UK Limited
2220,10.1007/978-3-030-14556-9,Springer,10.1007,Springer Science and Business Media LLC
2221,10.1017/9781139871402.010,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2222,10.4324/9780429452178,Routledge,10.4324,Informa UK Limited
2223,10.4324/9780203581490,Routledge,10.4324,Informa UK Limited
2224,10.1057/978-1-137-52114-9,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2225,10.1163/9789004411173,Brill Nijhoff,10.1163,Brill
2226,10.1017/9781780684925,Intersentia,10.1017,Cambridge University Press (CUP)
2227,10.5040/9781474258029.ch-011,Bloomsbury,10.5040,Bloomsbury Academic
2228,10.1007/978-3-030-61097-5,Springer International Publishing,10.1007,Springer Science and Business Media LLC
2229,10.1093/acprof:oso/9780198706113.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2230,10.1017/9781107282063,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2231,10.4337/9781784714918,Edward Elgar,10.4337,Edward Elgar Publishing
2232,10.1057/978-1-137-42761-8,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2233,10.1080/10670564.2019.1637567,Taylor and Francis,10.1080,Informa UK Limited
2234,10.1007/978-3-319-26152-2_6,Springer,10.1007,Springer Science and Business Media LLC
2235,10.1111/1468-2346.12656,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
2236,10.1386/jcca_00010_1,Intellect,10.1386,Intellect
2237,10.1057/978-1-349-95157-4,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2238,10.1016/j.chieco.2015.02.006,Elsevier,10.1016,Elsevier BV
2239,10.1089/sus.2018.29123.ey,Bloomsbury,10.1089,Mary Ann Liebert Inc
2240,10.4324/9781351001564,Routledge,10.4324,Informa UK Limited
2241,10.4324/9781315229096-12,Routledge,10.4324,Informa UK Limited
2242,10.1057/978-1-137-51900-9,Springer Nature,10.1057,Springer Science and Business Media LLC
2243,10.1007/978-3-319-66547-4,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2244,10.1093/oso/9780198808695.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2245,10.1007/s10734-016-0074-0,Springer Netherlands,10.1007,Springer Science and Business Media LLC
2246,10.4324/9780203797488,Routledge,10.4324,Informa UK Limited
2247,10.1007/978-3-319-29281-6,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2248,10.24033/ast.1121,Societe Mathematique de France,10.24033,Societe Mathematique de France
2249,10.1021/ja502789e,American Chemical Society,10.1021,American Chemical Society (ACS)
2250,10.1038/nplants.2015.74,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
2251,10.1016/j.jhealeco.2018.06.003,Elsevier,10.1016,Elsevier BV
2252,10.1172/jci68506,American Society for Clinical Investigation,10.1172,American Society for Clinical Investigation
2253,10.1073/pnas.2012197117,Proceedings of the National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences
2254,10.1038/s41598-017-04367-4,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
2255,10.1057/978-1-137-58555-4,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2256,10.17705/1jais.00431,Association of Information Systems,10.17705,Association for Information Systems
2257,10.1007/978-3-319-77467-1_11,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2258,10.1177/0149206318795240,Sage Publications Ltd.,10.1177,SAGE Publications
2259,10.1287/mnsc.2015.2394,Institute for Operations Research and the Management Sciences (I N F O R M S),10.1287,Institute for Operations Research and the Management Sciences (INFORMS)
2260,10.1093/oxfordhb/9780190636197.013.6,Oxford University Press,10.1093,Oxford University Press (OUP)
2261,10.1093/oxfordhb/9780199314201.013.26,Oxford University Press,10.1093,Oxford University Press (OUP)
2262,10.1007/978-3-319-70317-6_10,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2263,10.1080/19392397.2018.1428159,Edinburgh University Press,10.1080,Informa UK Limited
2264,10.1163/9789004380127,Brill,10.1163,Brill
2265,10.4324/9781315277653,Routledge,10.4324,Informa UK Limited
2266,10.4324/9781351209113-7,Routledge,10.4324,Informa UK Limited
2267,10.1515/jbr-2017-2006,De Gruyter,10.1515,Walter de Gruyter GmbH
2268,10.1007/978-3-319-77194-6,Springer International Publishing,10.1007,Springer Science and Business Media LLC
2269,10.1163/9789004350717_010,Brill,10.1163,Brill
2270,10.1163/9789004260351,BRILL,10.1163,Brill
2271,10.4324/9781315571942,Routledge,10.4324,Informa UK Limited
2272,10.1016/j.envpol.2015.05.011,Elsevier,10.1016,Elsevier BV
2273,10.2307/j.ctvscxqxz,Rutgers University Press,10.2307,JSTOR
2274,10.1177/0269881118805494,SAGE Publications,10.1177,SAGE Publications
2275,10.1177/1545968317693112,Sage Publications Ltd.,10.1177,SAGE Publications
2276,10.1017/9781316661765,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2277,10.1093/oso/9780198753193.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2278,10.1080/00344087.2014.911623,Taylor & Francis Inc.,10.1080,Informa UK Limited
2279,10.1007/978-3-030-17380-7,Springer International Publishing,10.1007,Springer Science and Business Media LLC
2280,10.1093/oso/9780190637934.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2281,10.1093/actrade/9780198715405.book.1,Oxford University Press,10.1093,Oxford University Press (OUP)
2282,10.1093/oso/9780195326468.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2283,10.3366/edinburgh/9781474408820.003.0007,Edinburgh University Press,10.3366,Edinburgh University Press
2284,10.1073/pnas.1604258113,National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences
2285,10.2307/j.ctvh1drqr,Sheffield Environmental and Archaeological Research Campaign in the Hebrides,10.2307,JSTOR
2286,10.5040/9781350104501,Bloomsbury,10.5040,Bloomsbury Academic
2287,10.3366/j.ctt14brwjm,Edinburgh University Press,10.3366,Edinburgh University Press
2288,10.3366/edinburgh/9780748642632.001.0001,Edinburgh University Press,10.3366,Edinburgh University Press
2289,10.5040/9781911239819,BFI Bloomsbury,10.5040,Bloomsbury Academic
2290,10.3366/edinburgh/9781474414982.003.0018,Edinburgh University Press,10.3366,Edinburgh University Press
2291,10.4324/9781315688251,Routledge,10.4324,Informa UK Limited
2292,10.4324/9781315722993,Routledge,10.4324,Informa UK Limited
2293,10.1057/978-1-137-53371-5,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2294,10.5040/9781509912285.ch-011,Hart Publishing,10.5040,Bloomsbury Academic
2295,10.1038/nn.3651,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
2296,10.1016/j.cmet.2018.01.011,Cell Press,10.1016,Elsevier BV
2297,10.11126/stanford/9780804798358.001.0001,Stanford University Press,10.11126,Stanford University Press
2298,10.1108/978-1-78714-619-820181010,Emerald,10.1108,Emerald
2299,10.1007/978-3-319-44654-7_4,Springer,10.1007,Springer Science and Business Media LLC
2300,10.1039/C6SC02267G,Royal Society of Chemistry,10.1039,Royal Society of Chemistry (RSC)
2301,10.4324/9781315851754,Routledge,10.4324,Informa UK Limited
2302,10.4324/9781315749532,Routledge,10.4324,Informa UK Limited
2303,10.4324/9781315749532,Routledge,10.4324,Informa UK Limited
2304,10.1163/25425374-12340006,Brill,10.1163,Brill
2305,10.1332/policypress/9781447327523.001.0001,Policy Press,10.1332,Bristol University Press
2306,10.4324/9781315862996,Routledge,10.4324,Informa UK Limited
2307,10.1057/9781137554505,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2308,10.1332/030557317X14895974141213,Bristol University Press,10.1332,Bristol University Press
2309,10.1017/9781108348553,Cambridge University Press (CUP),10.1017,Cambridge University Press (CUP)
2310,10.4324/9781315572154,Routledge,10.4324,Informa UK Limited
2311,10.1080/13621025.2015.1110285,Taylor & Francis,10.1080,Informa UK Limited
2312,10.1002/9781119152095,Willey Blackwell,10.1002,Wiley
2313,10.1111/josp.12057,"Wiley-Blackwell Publishing, Inc.",10.1111,Wiley
2314,10.1007/s10612-015-9279-2,Springer,10.1007,Springer Science and Business Media LLC
2315,10.4324/9781351188234,Routledge,10.4324,Informa UK Limited
2316,10.1016/j.cities.2016.06.006,Elsevier,10.1016,Elsevier BV
2317,10.1007/978-3-319-76490-0_7,Springer,10.1007,Springer Science and Business Media LLC
2318,10.1007/978-981-13-7892-8,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2319,10.1093/oso/9780190931704.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2320,10.1017/9781108685245.005,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2321,10.2307/j.ctvnwbz0b,Boydell & Brewer,10.2307,JSTOR
2322,10.1017/CCO9781107446618.009,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2323,10.1017/9781316822746,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2324,10.1007/978-3-319-66580-1,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2325,10.1057/978-1-137-57191-5,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
2326,10.14296/420.9781909646926,University of London Press,10.14296,School of Advanced Study
2327,10.7765/9781526120496.00010,University of Manchester Press,10.7765,Manchester University Press
2328,10.2307/j.ctvpmw50z.12,Indiana University Press,10.2307,JSTOR
2329,10.1093/oso/9780198813408.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2330,10.4337/9781788111034.00012,Edward Elgar,10.4337,Edward Elgar Publishing
2331,10.1016/j.schres.2015.06.004,Elsevier,10.1016,Elsevier BV
2332,10.2307/j.ctvh1dmxv,Oxbow,10.2307,JSTOR
2333,10.1093/oso/9780199985227.003.0013,Oxford University Press,10.1093,Oxford University Press (OUP)
2334,10.1163/9789004335004_014,BRILL,10.1163,Brill
2335,10.1016/j.techfore.2017.03.024,Elsevier,10.1016,Elsevier BV
2336,10.1016/j.devcel.2014.06.026,Cell Press,10.1016,Elsevier BV
2337,10.1017/9781107358317,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2338,10.1057/978-1-137-54961-7,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2339,10.4324/9781315268682,Taylor & Francis (Routledge),10.4324,Informa UK Limited
2340,10.1017/9781316570425.010,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2341,10.1093/oso/9780190844356.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2342,10.1093/shm/hku085,Oxford University Press,10.1093,Oxford University Press (OUP)
2343,10.1093/oso/9780198812579.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2344,10.23943/9781400890279,Princeton University Press,10.23943,Princeton University Press
2345,10.4324/9781315471099-2,Routledge,10.4324,Informa UK Limited
2346,10.1525/9780520968424,University of California Press,10.1525,University of California Press
2347,10.1093/oso/9780198846024.003.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2348,10.5040/9781350017283,Bloomsbury,10.5040,Bloomsbury Academic
2349,10.1136/emermed-2013-202531,BMJ Group,10.1136,BMJ
2350,10.1057/9781137443601,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
2351,10.1017/CBO9781139045636,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2352,10.7554/eLife.31274,eLife Sciences Publications Ltd.,10.7554,"eLife Sciences Publications, Ltd"
2353,10.4324/9781003099802,Routledge,10.4324,Informa UK Limited
2354,10.1017/S0018246X15000199,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2355,10.1002/hrm.21933,"John Wiley & Sons, Inc.",10.1002,Wiley
2356,10.4324/9781315656953,Routledge,10.4324,Informa UK Limited
2357,10.1007/978-3-319-94670-2,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2358,10.1017/9781108505321,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2359,10.1007/978-3-319-89590-1_21,Springer,10.1007,Springer Science and Business Media LLC
2360,10.1017/9781108610162,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2361,10.1017/S0260210515000418,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2362,10.1111/soin.12246,Wiley,10.1111,Wiley
2363,10.1016/j.scitotenv.2016.04.002,Elsevier,10.1016,Elsevier BV
2364,10.1177/1470594X14542566,Sage Publications Ltd.,10.1177,SAGE Publications
2365,10.1073/pnas.2005255117,Proceedings of the National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences
2366,10.5194/esd-7-119-2016,European Geosciences Union,10.5194,Copernicus GmbH
2367,10.4337/9781783470600.00025,Edward Elgar Publishing,10.4337,Edward Elgar Publishing
2368,10.1016/j.buildenv.2018.03.039,Elsevier,10.1016,Elsevier BV
2369,10.1177/0269215519840069,SAGE Publications,10.1177,SAGE Publications
2370,10.3310/hta18670,National Institute for Health Research,10.3310,National Institute for Health and Care Research
2371,10.3414/ME13-02-0024,Schattauer GmbH,10.3414,Georg Thieme Verlag KG
2372,10.3310/hta21280,NIHR Health Technology Assessment Programme,10.3310,National Institute for Health and Care Research
2373,10.1001/jamaoncol.2015.5570,American Medical Association,10.1001,American Medical Association (AMA)
2374,10.1200/JCO.2016.70.3413,American Society of Clinical Oncology,10.1200,American Society of Clinical Oncology (ASCO)
2375,10.1192/bjp.bp.116.195834,Cambridge University Press,10.1192,Royal College of Psychiatrists
2376,10.18632/oncotarget.11037,Impact Journals LLC,10.18632,"Impact Journals, LLC"
2377,10.7208/chicago/9780226538631.001.0001,University of Chicago Press,10.7208,University of Chicago Press
2378,10.1111/1467-8551.12158,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
2379,10.1111/1467-8551.12158,Wiley,10.1111,Wiley
2380,10.1093/jhmas/jrz027,Oxford University Press,10.1093,Oxford University Press (OUP)
2381,10.1001/jama.2016.14719,American Medical Association,10.1001,American Medical Association (AMA)
2382,10.1108/AAAJ-09-2017-3156,Emerald Group Publishing Ltd.,10.1108,Emerald
2383,10.7765/9781526125804.00016,Manchester University Press,10.7765,Manchester University Press
2384,10.1016/j.ijpharm.2015.12.024,Elsevier BV,10.1016,Elsevier BV
2385,10.1038/s41598-019-46143-6,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
2386,10.1002/cpe.6093,Wiley,10.1002,Wiley
2387,10.1029/2018gl081046,American Geophysical Union (AGU),10.1029,American Geophysical Union (AGU)
2388,10.1073/pnas.1602413113,National Academy of Sciences,10.1073,Proceedings of the National Academy of Sciences
2389,10.1016/j.ins.2014.11.026,Elsevier BV,10.1016,Elsevier BV
2390,10.1128/AEM.01600-17,American Society for Microbiology,10.1128,American Society for Microbiology
2391,10.4324/9781315518138,"Routledge, Taylor & Francis Group",10.4324,Informa UK Limited
2392,10.3390/antiox9080645,MDPI,10.3390,MDPI AG
2393,10.1093/oso/9780198817208.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2394,10.1017/9781108555647,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2395,10.1017/S136067431600037X,Cambridge University Press (CUP),10.1017,Cambridge University Press (CUP)
2396,10.3726/978-3-0353-0570-8,Peter Lang UK,10.3726,"Peter Lang, International Academic Publishers"
2397,10.5040/9781509904693.ch-010,Hart Publishing,10.5040,Bloomsbury Academic
2398,10.1016/j.ejor.2016.10.019,Elsevier Science BV,10.1016,Elsevier BV
2399,10.1016/j.jtrangeo.2018.04.011,Elsevier,10.1016,Elsevier BV
2400,10.1145/3404891,Association for Computing Machinery (ACM),10.1145,Association for Computing Machinery (ACM)
2401,10.1017/9781316344071.023,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2402,10.1016/j.ultras.2014.03.007,Elsevier Science BV,10.1016,Elsevier BV
2403,10.5040/9781474250160.ch-009,Bloomsbury Academic,10.5040,Bloomsbury Academic
2404,10.1515/9783110365955-027,Mouton de Gruyter,10.1515,Walter de Gruyter GmbH
2405,10.1080/13528165.2017.1353240,Taylor & Francis/Routledge,10.1080,Informa UK Limited
2406,10.1093/oso/9780198743965.003.0012,Oxford University Press,10.1093,Oxford University Press (OUP)
2407,10.2307/j.ctt1t8942p,Policy Press,10.2307,JSTOR
2408,10.1086/695989,University of Chicago Press,10.1086,University of Chicago Press
2409,10.18632/oncotarget.26722,Impact Journals,10.18632,"Impact Journals, LLC"
2410,10.1016/S2215-0366(14)70247-0,Elsevier Ltd.,10.1016,Elsevier BV
2411,10.4324/9781315743981-28,Routledge,10.4324,Informa UK Limited
2412,10.1093/acprof:oso/9780198738916.003.0014,Oxford University Press,10.1093,Oxford University Press (OUP)
2413,10.1002/bdm.1875,Wiley,10.1002,Wiley
2414,10.1007/978-3-319-90332-3,Springer International Publishing,10.1007,Springer Science and Business Media LLC
2415,10.1163/9789004360488,Brill Rodopi,10.1163,Brill
2416,10.1017/9781108183031.005,Cambridge University Press (CUP),10.1017,Cambridge University Press (CUP)
2417,10.1523/JNEUROSCI.4075-15.2016,Society for Neuroscience,10.1523,Society for Neuroscience
2418,10.1163/9789004434646,Brill,10.1163,Brill
2419,10.1016/j.rse.2018.02.008,Elsevier,10.1016,Elsevier BV
2420,10.1017/CBO9781107295193.008,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2421,10.1016/j.jcat.2015.02.013,Academic Press,10.1016,Elsevier BV
2422,10.1093/oso/9780198747451.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2423,10.4324/9781315462851,Taylor & Francis (Routledge),10.4324,Informa UK Limited
2424,10.3366/edinburgh/9781474409483.001.0001,Edinburgh University Press,10.3366,Edinburgh University Press
2425,10.1093/oso/9780198799511.003.0010,Oxford University Press,10.1093,Oxford University Press (OUP)
2426,10.1017/CBO9781107705913,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2427,10.1080/13561820.2017.1329199,Taylor & Francis,10.1080,Informa UK Limited
2428,10.1080/13561820.2017.1329199,Taylor & Francis,10.1080,Informa UK Limited
2429,10.1057/9781137462466,Palgrave Macmillan UK,10.1057,Springer Science and Business Media LLC
2430,10.1057/9781137462466,Palgrave,10.1057,Springer Science and Business Media LLC
2431,10.1057/9781137462466_3,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2432,10.4324/9780203077450,Routledge,10.4324,Informa UK Limited
2433,10.1002/9781119151951,Wiley-Blackwell,10.1002,Wiley
2434,10.16997/book4,University of Westminster Press,10.16997,University of Westminster Press
2435,10.4324/9781315477695,Pickering and Chatto,10.4324,Informa UK Limited
2436,10.4324/9781315113395,Routledge,10.4324,Informa UK Limited
2437,10.4324/9781315113395,Routledge,10.4324,Informa UK Limited
2438,10.1017/9781108681155,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2439,10.1144/SP506-2019-205,Geological Society of London,10.1144,Geological Society of London
2440,10.1007/978-3-319-73141-4,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2441,10.1186/s13012-016-0380-z,BioMed Central Ltd.,10.1186,Springer Science and Business Media LLC
2442,10.1093/oso/9780198801764.003.0011,Oxford University Press,10.1093,Oxford University Press (OUP)
2443,10.1017/CBO9781316275672.006,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2444,10.1080/16184742.2020.1765403,Informa UK Limited,10.1080,Informa UK Limited
2445,10.1016/j.leaqua.2013.10.012,Pergamon,10.1016,Elsevier BV
2446,10.1007/978-3-030-42389-6,Springer International Publishing,10.1007,Springer Science and Business Media LLC
2447,10.1017/9781316344118.012,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2448,10.1007/978-3-319-73302-9_5,Springer International Publishing AG,10.1007,Springer Science and Business Media LLC
2449,10.1287/mnsc.2017.2878,Institute for Operations Research and the Management Sciences (I N F O R M S),10.1287,Institute for Operations Research and the Management Sciences (INFORMS)
2450,10.1109/TWC.2017.2712644,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
2451,10.1017/9781108665001.004,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2452,10.1093/acprof:oso/9780190642938.001.0001,Hurst,10.1093,Oxford University Press (OUP)
2453,10.1215/9780822371571,Duke University Press,10.1215,Duke University Press
2454,10.4324/9780429439230,Routledge,10.4324,Informa UK Limited
2455,10.1057/9781137450753,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2456,10.4324/9781315775340,Routeldge,10.4324,Informa UK Limited
2457,10.1080/02634937.2018.1534801,Taylor & Francis,10.1080,Informa UK Limited
2458,10.1093/oso/9780199486717.003.0009,Oxford University Press,10.1093,Oxford University Press (OUP)
2459,10.1016/j.bodyim.2016.02.001,Elsevier BV,10.1016,Elsevier BV
2460,10.5040/9781474217576,Bloomsbury Academic,10.5040,Bloomsbury Academic
2461,10.1177/1741143220973670,SAGE Publications,10.1177,SAGE Publications
2462,10.1287/ijoc.2016.0719,Institute for Operations Research and the Management Sciences (I N F O R M S),10.1287,Institute for Operations Research and the Management Sciences (INFORMS)
2463,10.1016/j.ymssp.2015.05.018,Elsevier BV,10.1016,Elsevier BV
2464,10.1016/j.disc.2016.06.004,Elsevier,10.1016,Elsevier BV
2465,10.1021/acs.chemmater.6b01280,American Chemical Society,10.1021,American Chemical Society (ACS)
2466,10.1103/PhysRevLett.114.191803,American Physical Society,10.1103,American Physical Society (APS)
2467,10.1002/anie.201511454,Wiley - V C H Verlag GmbH & Co. KGaA,10.1002,Wiley
2468,10.1016/j.artmed.2019.05.002,Elsevier,10.1016,Elsevier BV
2469,10.1038/s41467-020-15898-2,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
2470,10.1109/ICDE.2014.6816717,IEEE,10.1109,Institute of Electrical and Electronics Engineers (IEEE)
2471,10.1016/j.future.2014.02.014,Elsevier BV,10.1016,Elsevier BV
2472,10.1016/j.ejor.2014.05.016,Elsevier Science BV,10.1016,Elsevier BV
2473,10.1016/j.fuproc.2016.11.016,Elsevier,10.1016,Elsevier BV
2474,10.1093/oxfordhb/9780198727682.013.33,Oxford University Press,10.1093,Oxford University Press (OUP)
2475,10.2307/j.ctv56fgq1,Bristol University Press,10.2307,JSTOR
2476,10.1177/0143624417707668,SAGE Publications,10.1177,SAGE Publications
2477,10.1017/CBO9781316162637,Cambridge Cambridge University Press,10.1017,Cambridge University Press (CUP)
2478,10.1017/CBO9781316450826.003,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2479,10.1080/14680777.2016.1178159,Taylor & Francis,10.1080,Informa UK Limited
2480,10.2307/j.ctt1qnw8fb,University of Pittsburgh Press,10.2307,JSTOR
2481,10.2307/j.ctt1qnw8fb,University of Pittsburgh Press,10.2307,JSTOR
2482,10.3726/978-3-0353-0763-4,Peter Lang,10.3726,"Peter Lang, International Academic Publishers"
2483,10.4324/9781315315805-41,Routledge,10.4324,Informa UK Limited
2484,10.1163/9789004393998_008,Brill,10.1163,Brill
2485,10.1017/CBO9781107706590.011,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2486,10.1093/law/9780198790952.003.0038,Oxford University Press,10.1093,Oxford University Press (OUP)
2487,10.4324/9780429202964-13,Routledge,10.4324,Informa UK Limited
2488,10.1007/978-3-319-50475-9,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2489,10.1057/9781137314857,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2490,10.1007/978-3-319-97970-0_4,Springer International Publishing,10.1007,Springer Science and Business Media LLC
2491,10.3917/rhmc.642.0069,Editions Belin,10.3917,CAIRN
2492,10.1093/acprof:oso/9780198759232.001.0001,Oxford Univerity Press; Oxford,10.1093,Oxford University Press (OUP)
2493,10.1057/9781137432728,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2494,10.1017/9781108241410,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2495,10.1111/japp.12315,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
2496,10.1017/9781316759905.021,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2497,10.1016/j.jbusvent.2017.02.004,Elsevier BV,10.1016,Elsevier BV
2498,10.1007/978-3-319-33376-2,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2499,10.1007/978-94-6265-060-2,T.M.C. Asser Press,10.1007,Springer Science and Business Media LLC
2500,10.4324/9781315111766,Routledge,10.4324,Informa UK Limited
2501,10.1017/CBO9781316212578,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2502,10.1093/oso/9780198704102.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2503,10.1017/S0022109017000424,Cambridge University Press,10.1017,Cambridge University Press (CUP)
2504,10.1093/oso/9780198783909.001.0001,Oxford University Press (OUP),10.1093,Oxford University Press (OUP)
2505,10.1038/ncomms5831,Nature Publishing Group,10.1038,Springer Science and Business Media LLC
2506,10.1057/9781137033314,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2507,10.1057/9781137033314,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2508,10.1007/9783030417888,Palgrave Macmillan,10.1007,Springer Science and Business Media LLC
2509,10.1080/13552600.2016.1222004,Informa UK Limited,10.1080,Informa UK Limited
2510,10.1145/3283253,Association for Computing Machinery,10.1145,Association for Computing Machinery (ACM)
2511,10.1111/ecoj.12563,Wiley-Blackwell Publishing Ltd.,10.1111,Wiley
2512,10.1080/19460171.2016.1230507,Informa UK Limited,10.1080,Informa UK Limited
2513,10.1002/9781118769133,Wiley-Blackwell,10.1002,Wiley
2514,10.1093/acrefore/9780190228620.013.402,Oxford University Press,10.1093,Oxford University Press (OUP)
2515,10.1057/9781137445964,Palgrave Macmillan,10.1057,Springer Science and Business Media LLC
2516,10.4324/9781315576619,Routledge,10.4324,Informa UK Limited
2517,10.2307/j.ctt1t89b54,The Policy Press,10.2307,JSTOR
2518,10.1093/acprof:osobl/9780199652594.001.0001,Oxford University Press,10.1093,Oxford University Press (OUP)
2519,10.1137/15M1009615,World Scientific Publishing Co. Pte. Ltd.,10.1137,Society for Industrial & Applied Mathematics (SIAM)
2520,10.4324/9781315642727,Taylor & Francis (Routledge),10.4324,Informa UK Limited
2521,10.1093/oxfordhb/9780190244705.013.26,Oxford University Press,10.1093,Oxford University Press (OUP)
2522,10.1016/j.sapharm.2018.02.005,Elsevier,10.1016,Elsevier BV
2523,10.1080/13574809.2016.1167586,Informa UK Limited,10.1080,Informa UK Limited
2524,10.3726/978-1-4539-1902-6,Peter Lang,10.3726,"Peter Lang, International Academic Publishers"
2525,10.18820/9781920382995,SunBonani Media,10.18820,Sun Media Bloemfontein Pty Ltd
